"part","day","total_locations","total_houses","hours_home","job2","job_new","age_18_up2","male3","socio_comb","rel_locations","rel_houses","rel_hours"
"2",10,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"2",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"2",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"2",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"2",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"2",30,1.6,0.933333333333333,9.14285714285714,5,"student","Child","Male","Young student",-0.06666666666667,-0.066666666666667,0.142857142857141
"3",-15,0.2,0.133333333333333,15.33,3,"homemaker","Adult","Female","Homemaker",0,0,0
"3",0,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",1,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",2,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",3,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",4,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",5,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",6,0,0,6,3,"homemaker","Adult","Female","Homemaker",-0.2,-0.133333333333333,-9.33
"3",7,0,0,4,3,"homemaker","Adult","Female","Homemaker",-0.2,-0.133333333333333,-11.33
"3",8,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",9,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",10,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",11,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",12,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",13,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",14,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"3",30,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"4",-15,0.0666666666666667,0,15.86,7,"working adult","Adult","Female","Working Adult",0,0,0
"4",0,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",1,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",2,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",3,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",4,1,0,17,7,"working adult","Adult","Female","Working Adult",0.933333333333333,0,1.14
"4",5,4,0,12,7,"working adult","Adult","Female","Working Adult",3.93333333333333,0,-3.86
"4",6,1,0,NA,7,"working adult","Adult","Female","Working Adult",0.933333333333333,0,NA
"4",7,3,0,NA,7,"working adult","Adult","Female","Working Adult",2.93333333333333,0,NA
"4",8,0,0,17,7,"working adult","Adult","Female","Working Adult",-0.0666666666666667,0,1.14
"4",9,0,0,17,7,"working adult","Adult","Female","Working Adult",-0.0666666666666667,0,1.14
"4",10,1,0,12,7,"working adult","Adult","Female","Working Adult",0.933333333333333,0,-3.86
"4",11,1,0,13,7,"working adult","Adult","Female","Working Adult",0.933333333333333,0,-2.86
"4",12,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",13,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",14,NA,NA,NA,7,"working adult","Adult","Female","Working Adult",NA,NA,NA
"4",30,1.2,0,12,7,"working adult","Adult","Female","Working Adult",1.13333333333333,0,-3.86
"5",-15,1.6,0,5.43,7,"working adult","Adult","Male","Working Adult",0,0,0
"5",0,1,0,12,7,"working adult","Adult","Male","Working Adult",-0.6,0,6.57
"5",1,1,0,12,7,"working adult","Adult","Male","Working Adult",-0.6,0,6.57
"5",2,2,0,11,7,"working adult","Adult","Male","Working Adult",0.4,0,5.57
"5",3,1,0,14,7,"working adult","Adult","Male","Working Adult",-0.6,0,8.57
"5",4,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",5,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",6,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",7,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",8,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",9,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",10,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",11,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",12,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",13,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",14,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"5",30,NA,NA,NA,7,"working adult","Adult","Male","Working Adult",NA,NA,NA
"6",-15,0.933333333333333,0.933333333333333,NA,3,"homemaker","Adult","Female","Homemaker",0,0,NA
"6",0,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",1,1,0,NA,3,"homemaker","Adult","Female","Homemaker",0.066666666666667,-0.933333333333333,NA
"6",2,2,0,NA,3,"homemaker","Adult","Female","Homemaker",1.06666666666667,-0.933333333333333,NA
"6",3,2,0,NA,3,"homemaker","Adult","Female","Homemaker",1.06666666666667,-0.933333333333333,NA
"6",4,0,0,17,3,"homemaker","Adult","Female","Homemaker",-0.933333333333333,-0.933333333333333,NA
"6",5,2,1,10,3,"homemaker","Adult","Female","Homemaker",1.06666666666667,0.066666666666667,NA
"6",6,0,0,17,3,"homemaker","Adult","Female","Homemaker",-0.933333333333333,-0.933333333333333,NA
"6",7,2,1,12,3,"homemaker","Adult","Female","Homemaker",1.06666666666667,0.066666666666667,NA
"6",8,0,0,17,3,"homemaker","Adult","Female","Homemaker",-0.933333333333333,-0.933333333333333,NA
"6",9,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",10,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",11,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",12,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",13,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",14,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"6",30,0.666666666666667,0,11.7142857142857,3,"homemaker","Adult","Female","Homemaker",-0.266666666666666,-0.933333333333333,NA
"7",-15,1.46666666666667,0,9.29,5,"student","Child","Female","Young student",0,0,0
"7",0,0,0,17,5,"student","Child","Female","Young student",-1.46666666666667,0,7.71
"7",1,1,0,14,5,"student","Child","Female","Young student",-0.46666666666667,0,4.71
"7",2,0,0,17,5,"student","Child","Female","Young student",-1.46666666666667,0,7.71
"7",3,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",4,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",5,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",6,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",7,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",8,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",9,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",10,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",11,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",12,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",13,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",14,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"7",30,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"8",-15,1.73333333333333,0,13.43,5,"student","Child","Male","Young student",0,0,0
"8",0,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",1,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",2,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",3,1,0,15,5,"student","Child","Male","Young student",-0.73333333333333,0,1.57
"8",4,1,0,15,5,"student","Child","Male","Young student",-0.73333333333333,0,1.57
"8",5,0,0,17,5,"student","Child","Male","Young student",-1.73333333333333,0,3.57
"8",6,1,0,13,5,"student","Child","Male","Young student",-0.73333333333333,0,-0.43
"8",7,2,0,11,5,"student","Child","Male","Young student",0.26666666666667,0,-2.43
"8",8,3,0,12,5,"student","Child","Male","Young student",1.26666666666667,0,-1.43
"8",9,3,0,13,5,"student","Child","Male","Young student",1.26666666666667,0,-0.43
"8",10,3,0,12,5,"student","Child","Male","Young student",1.26666666666667,0,-1.43
"8",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"8",30,1.86666666666667,0,11.1428571428571,5,"student","Child","Male","Young student",0.13333333333334,0,-2.2871428571429
"9",-15,0.8,0,12.86,3,"homemaker","Adult","Female","Homemaker",0,0,0
"9",0,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",1,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",2,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",3,0,0,16,3,"homemaker","Adult","Female","Homemaker",-0.8,0,3.14
"9",4,0,0,17,3,"homemaker","Adult","Female","Homemaker",-0.8,0,4.14
"9",5,0,0,17,3,"homemaker","Adult","Female","Homemaker",-0.8,0,4.14
"9",6,0,0,3,3,"homemaker","Adult","Female","Homemaker",-0.8,0,-9.86
"9",7,1,0,15,3,"homemaker","Adult","Female","Homemaker",0.2,0,2.14
"9",8,2,0,15,3,"homemaker","Adult","Female","Homemaker",1.2,0,2.14
"9",9,2,0,NA,3,"homemaker","Adult","Female","Homemaker",1.2,0,NA
"9",10,0,0,14,3,"homemaker","Adult","Female","Homemaker",-0.8,0,1.14
"9",11,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",12,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",13,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",14,NA,NA,NA,3,"homemaker","Adult","Female","Homemaker",NA,NA,NA
"9",30,1.06666666666667,0.266666666666667,6.42857142857143,3,"homemaker","Adult","Female","Homemaker",0.26666666666667,0.266666666666667,-6.43142857142857
"10",-15,0.933333333333333,0.2,12.43,5,"student","Child","Male","Young student",0,0,0
"10",0,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",1,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",2,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",3,0,0,17,5,"student","Child","Male","Young student",-0.933333333333333,-0.2,4.57
"10",4,1,0,14,5,"student","Child","Male","Young student",0.066666666666667,-0.2,1.57
"10",5,0,0,17,5,"student","Child","Male","Young student",-0.933333333333333,-0.2,4.57
"10",6,0,0,17,5,"student","Child","Male","Young student",-0.933333333333333,-0.2,4.57
"10",7,1,0,14,5,"student","Child","Male","Young student",0.066666666666667,-0.2,1.57
"10",8,0,0,17,5,"student","Child","Male","Young student",-0.933333333333333,-0.2,4.57
"10",9,0,0,13,5,"student","Child","Male","Young student",-0.933333333333333,-0.2,0.57
"10",10,1,0,9,5,"student","Child","Male","Young student",0.066666666666667,-0.2,-3.43
"10",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"10",30,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"11",-15,0.266666666666667,0.0666666666666667,11.71,5,"student","Adult","Male","College student",0,0,0
"11",0,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",1,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",2,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",3,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",4,0,0,7,5,"student","Adult","Male","College student",-0.266666666666667,-0.0666666666666667,-4.71
"11",5,1,0,7,5,"student","Adult","Male","College student",0.733333333333333,-0.0666666666666667,-4.71
"11",6,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",7,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",8,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",9,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",10,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",11,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",12,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",13,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",14,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"11",30,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"12",-15,0.266666666666667,0.133333333333333,16,5,"student","Child","Female","Young student",0,0,0
"12",0,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",1,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",2,0,0,2,5,"student","Child","Female","Young student",-0.266666666666667,-0.133333333333333,-14
"12",3,0,0,17,5,"student","Child","Female","Young student",-0.266666666666667,-0.133333333333333,1
"12",4,0,0,17,5,"student","Child","Female","Young student",-0.266666666666667,-0.133333333333333,1
"12",5,0,0,17,5,"student","Child","Female","Young student",-0.266666666666667,-0.133333333333333,1
"12",6,0,0,16,5,"student","Child","Female","Young student",-0.266666666666667,-0.133333333333333,0
"12",7,1,1,1,5,"student","Child","Female","Young student",0.733333333333333,0.866666666666667,-15
"12",8,1,1,8,5,"student","Child","Female","Young student",0.733333333333333,0.866666666666667,-8
"12",9,1,1,14,5,"student","Child","Female","Young student",0.733333333333333,0.866666666666667,-2
"12",10,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",11,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",12,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",13,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",14,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"12",30,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"13",-15,1.93333333333333,0,9.14,6,"unskilled/selfemployed","Adult","Male","Working Adult",0,0,0
"13",0,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",1,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",2,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",3,0,0,17,6,"unskilled/selfemployed","Adult","Male","Working Adult",-1.93333333333333,0,7.86
"13",4,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",5,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",6,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",7,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",8,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",9,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",10,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",11,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",12,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",13,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",14,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"13",30,NA,NA,NA,6,"unskilled/selfemployed","Adult","Male","Working Adult",NA,NA,NA
"14",-15,1.8,0,7,6,"unskilled/selfemployed","Adult","Female","Working Adult",0,0,0
"14",0,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",1,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",2,0,0,17,6,"unskilled/selfemployed","Adult","Female","Working Adult",-1.8,0,10
"14",3,0,0,10,6,"unskilled/selfemployed","Adult","Female","Working Adult",-1.8,0,3
"14",4,2,0,10,6,"unskilled/selfemployed","Adult","Female","Working Adult",0.2,0,3
"14",5,1,0,13,6,"unskilled/selfemployed","Adult","Female","Working Adult",-0.8,0,6
"14",6,1,0,14,6,"unskilled/selfemployed","Adult","Female","Working Adult",-0.8,0,7
"14",7,3,0,5,6,"unskilled/selfemployed","Adult","Female","Working Adult",1.2,0,-2
"14",8,1,0,6,6,"unskilled/selfemployed","Adult","Female","Working Adult",-0.8,0,-1
"14",9,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",10,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",11,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",12,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",13,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",14,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"14",30,NA,NA,NA,6,"unskilled/selfemployed","Adult","Female","Working Adult",NA,NA,NA
"15",-15,0.466666666666667,0.133333333333333,13.71,5,"student","Child","Male","Young student",0,0,0
"15",0,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",1,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",2,0,0,17,5,"student","Child","Male","Young student",-0.466666666666667,-0.133333333333333,3.29
"15",3,0,0,17,5,"student","Child","Male","Young student",-0.466666666666667,-0.133333333333333,3.29
"15",4,0,0,17,5,"student","Child","Male","Young student",-0.466666666666667,-0.133333333333333,3.29
"15",5,2,1,NA,5,"student","Child","Male","Young student",1.53333333333333,0.866666666666667,NA
"15",6,0,0,17,5,"student","Child","Male","Young student",-0.466666666666667,-0.133333333333333,3.29
"15",7,0,0,17,5,"student","Child","Male","Young student",-0.466666666666667,-0.133333333333333,3.29
"15",8,1,1,16,5,"student","Child","Male","Young student",0.533333333333333,0.866666666666667,2.29
"15",9,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",10,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"15",30,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"16",-15,1.8,0.0666666666666667,11.75,5,"student","Adult","Male","College student",0,0,0
"16",0,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",1,1,0,13,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,1.25
"16",2,1,0,13,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,1.25
"16",3,1,0,9,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,-2.75
"16",4,1,0,13,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,1.25
"16",5,1,0,13,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,1.25
"16",6,1,0,15,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,3.25
"16",7,2,0,11,5,"student","Adult","Male","College student",0.2,-0.0666666666666667,-0.75
"16",8,1,0,13,5,"student","Adult","Male","College student",-0.8,-0.0666666666666667,1.25
"16",9,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",10,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",11,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",12,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",13,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",14,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"16",30,NA,NA,NA,5,"student","Adult","Male","College student",NA,NA,NA
"17",-15,0,0,17,5,"student","Child","Male","Young student",0,0,0
"17",0,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",1,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",2,1,0,NA,5,"student","Child","Male","Young student",1,0,NA
"17",3,1,0,NA,5,"student","Child","Male","Young student",1,0,NA
"17",4,1,0,NA,5,"student","Child","Male","Young student",1,0,NA
"17",5,1,0,NA,5,"student","Child","Male","Young student",1,0,NA
"17",6,1,0,NA,5,"student","Child","Male","Young student",1,0,NA
"17",7,2,0,NA,5,"student","Child","Male","Young student",2,0,NA
"17",8,0,0,17,5,"student","Child","Male","Young student",0,0,0
"17",9,1,0,13,5,"student","Child","Male","Young student",1,0,-4
"17",10,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"17",30,0.733333333333333,0.133333333333333,8.71428571428571,5,"student","Child","Male","Young student",0.733333333333333,0.133333333333333,-8.28571428571429
"18",-15,0,0,15,5,"student","Child","Female","Young student",0,0,0
"18",0,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",1,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",2,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",3,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",4,0,0,17,5,"student","Child","Female","Young student",0,0,2
"18",5,0,0,17,5,"student","Child","Female","Young student",0,0,2
"18",6,0,0,17,5,"student","Child","Female","Young student",0,0,2
"18",7,0,0,16,5,"student","Child","Female","Young student",0,0,1
"18",8,0,0,14,5,"student","Child","Female","Young student",0,0,-1
"18",9,0,0,17,5,"student","Child","Female","Young student",0,0,2
"18",10,0,0,14,5,"student","Child","Female","Young student",0,0,-1
"18",11,0,0,14,5,"student","Child","Female","Young student",0,0,-1
"18",12,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",13,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",14,NA,NA,NA,5,"student","Child","Female","Young student",NA,NA,NA
"18",30,0.2,0,14,5,"student","Child","Female","Young student",0.2,0,-1
"19",-15,0.866666666666667,0,10.57,5,"student","Child","Male","Young student",0,0,0
"19",0,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",1,0,0,17,5,"student","Child","Male","Young student",-0.866666666666667,0,6.43
"19",2,0,0,10,5,"student","Child","Male","Young student",-0.866666666666667,0,-0.57
"19",3,1,0,10,5,"student","Child","Male","Young student",0.133333333333333,0,-0.57
"19",4,0,0,14,5,"student","Child","Male","Young student",-0.866666666666667,0,3.43
"19",5,0,0,12,5,"student","Child","Male","Young student",-0.866666666666667,0,1.43
"19",6,0,0,16,5,"student","Child","Male","Young student",-0.866666666666667,0,5.43
"19",7,2,0,10,5,"student","Child","Male","Young student",1.13333333333333,0,-0.57
"19",8,3,1,9,5,"student","Child","Male","Young student",2.13333333333333,1,-1.57
"19",9,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",10,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",11,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",12,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",13,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",14,NA,NA,NA,5,"student","Child","Male","Young student",NA,NA,NA
"19",30,1.66666666666667,0.133333333333333,11.1428571428571,5,"student","Child","Male","Young student",0.800000000000003,0.133333333333333,0.572857142857099
